customer_id,prob,default
100422,0.07466,0.0
100423,0.35355,1.0
100424,0.41939,1.0
100425,0.11659,0.0
100426,0.42299,1.0
100427,0.20151,0.0
100428,0.06579,0.0
100429,0.22903,0.0
100430,0.17819,0.0
100431,0.10384,0.0
100432,0.21984,0.0
100433,0.09536,0.0
100434,0.07394,0.0
100435,0.20853,0.0
100436,0.40538,1.0
100437,0.58466,1.0
100438,0.20123,0.0
100439,0.20704,0.0
100440,0.0644,0.0
100441,0.20452,0.0
100442,0.09042,0.0
100443,0.1024,0.0
100444,0.07245,0.0
100445,0.375,1.0
100446,0.65098,1.0
100447,0.0419,0.0
100448,0.15705,0.0
100449,0.29755,1.0
100450,0.14148,0.0
100451,0.5319,1.0
100452,0.03881,0.0
100453,0.18732,0.0
100454,0.15683,0.0
100455,0.52653,1.0
100456,0.50389,1.0
100457,0.0793,0.0
100458,0.19571,0.0
100459,0.46217,1.0
100460,0.12353,0.0
100461,0.43535,1.0
100462,0.39362,1.0
100463,0.13561,0.0
100464,0.42774,1.0
100465,0.52349,1.0
100466,0.05734,0.0
100467,0.15966,0.0
100468,0.03476,0.0
100469,0.07814,0.0
100470,0.09155,0.0
100471,0.68992,1.0
100472,0.44632,1.0
100473,0.11032,0.0
100474,0.42651,1.0
100475,0.21499,0.0
100476,0.08986,0.0
100477,0.06504,0.0
100478,0.1333,0.0
100479,0.2655,1.0
100480,0.32811,1.0
100481,0.39175,1.0
100482,0.43439,1.0
100483,0.13312,0.0
100484,0.18228,0.0
100485,0.09402,0.0
100486,0.16332,0.0
100487,0.6386,1.0
100488,0.35908,1.0
100489,0.70615,1.0
100490,0.06635,0.0
100491,0.11173,0.0
100492,0.19149,0.0
100493,0.21315,0.0
100494,0.09105,0.0
100495,0.45609,1.0
100496,0.38321,1.0
100497,0.25937,0.0
100498,0.23024,0.0
100499,0.15172,0.0
100500,0.16334,0.0
100501,0.50172,1.0
100502,0.12992,0.0
100503,0.11611,0.0
100504,0.23387,0.0
100505,0.14701,0.0
100506,0.07863,0.0
100507,0.05561,0.0
100508,0.14189,0.0
100509,0.28115,1.0
100510,0.1269,0.0
100511,0.08027,0.0
100512,0.12972,0.0
100513,0.19949,0.0
100514,0.09387,0.0
100515,0.74468,1.0
100516,0.14839,0.0
100517,0.75137,1.0
100518,0.32784,1.0
100519,0.12902,0.0
100520,0.31326,1.0
100521,0.26642,1.0
100522,0.24294,0.0
100523,0.06737,0.0
100524,0.50735,1.0
100525,0.49449,1.0
100526,0.20108,0.0
100527,0.07325,0.0
100528,0.26843,1.0
100529,0.24808,0.0
100530,0.13468,0.0
100531,0.37092,1.0
100532,0.04793,0.0
100533,0.07311,0.0
100534,0.05202,0.0
100535,0.35104,1.0
100536,0.08283,0.0
100537,0.09358,0.0
100538,0.41478,1.0
100539,0.09546,0.0
100540,0.31882,1.0
100541,0.39503,1.0
100542,0.19148,0.0
100543,0.36653,1.0
100544,0.06615,0.0
100545,0.0878,0.0
100546,0.30057,1.0
100547,0.15571,0.0
100548,0.19626,0.0
100549,0.12401,0.0
100550,0.17567,0.0
100551,0.20388,0.0
100552,0.10898,0.0
100553,0.19255,0.0
100554,0.07002,0.0
100555,0.17404,0.0
100556,0.06183,0.0
100557,0.19149,0.0
100558,0.19207,0.0
100559,0.27769,1.0
100560,0.08767,0.0
100561,0.12503,0.0
100562,0.18029,0.0
100563,0.75551,1.0
100564,0.13147,0.0
100565,0.70833,1.0
100566,0.07836,0.0
100567,0.50808,1.0
100568,0.25791,0.0
100569,0.58159,1.0
100570,0.36363,1.0
100571,0.2481,0.0
100572,0.08574,0.0
100573,0.29009,1.0
100574,0.10228,0.0
100575,0.30962,1.0
100576,0.18396,0.0
100577,0.22806,0.0
100578,0.66242,1.0
100579,0.34903,1.0
100580,0.1129,0.0
100581,0.07226,0.0
100582,0.63477,1.0
100583,0.50206,1.0
100584,0.28707,1.0
100585,0.10083,0.0
100586,0.15163,0.0
100587,0.22917,0.0
100588,0.18213,0.0
100589,0.0754,0.0
100590,0.08492,0.0
100591,0.04249,0.0
100592,0.10106,0.0
100593,0.09506,0.0
100594,0.10501,0.0
100595,0.14686,0.0
100596,0.52659,1.0
100597,0.3986,1.0
100598,0.64514,1.0
100599,0.06971,0.0
100600,0.08156,0.0
100601,0.1589,0.0
100602,0.0899,0.0
100603,0.62355,1.0
100604,0.57408,1.0
100605,0.36639,1.0
100606,0.14824,0.0
100607,0.10164,0.0
100608,0.13498,0.0
100609,0.05775,0.0
100610,0.09016,0.0
100611,0.17737,0.0
100612,0.17517,0.0
100613,0.54883,1.0
100614,0.25929,0.0
100615,0.08976,0.0
100616,0.15706,0.0
100617,0.30612,1.0
100618,0.1169,0.0
100619,0.46921,1.0
100620,0.19349,0.0
100621,0.37062,1.0
100622,0.72284,1.0
100623,0.59983,1.0
100624,0.43254,1.0
100625,0.08483,0.0
100626,0.25044,0.0
100627,0.1476,0.0
100628,0.05328,0.0
100629,0.22656,0.0
100630,0.25764,0.0
100631,0.14537,0.0
100632,0.35185,1.0
100633,0.09768,0.0
100634,0.05898,0.0
100635,0.04052,0.0
100636,0.1052,0.0
100637,0.62025,1.0
100638,0.12809,0.0
100639,0.45126,1.0
100640,0.04126,0.0
100641,0.07219,0.0
100642,0.13847,0.0
100643,0.19253,0.0
100644,0.18748,0.0
100645,0.48936,1.0
100646,0.02717,0.0
100647,0.06385,0.0
100648,0.05723,0.0
100649,0.20595,0.0
100650,0.09437,0.0
100651,0.03839,0.0
100652,0.10407,0.0
100653,0.15758,0.0
100654,0.42345,1.0
100655,0.06551,0.0
100656,0.10036,0.0
100657,0.16282,0.0
100658,0.27887,1.0
100659,0.51326,1.0
100660,0.21388,0.0
100661,0.19704,0.0
100662,0.58516,1.0
100663,0.13041,0.0
100664,0.24397,0.0
100665,0.03583,0.0
100666,0.1991,0.0
100667,0.09177,0.0
100668,0.06299,0.0
100669,0.08691,0.0
100670,0.06824,0.0
100671,0.11234,0.0
100672,0.28547,1.0
100673,0.04448,0.0
100674,0.41415,1.0
100675,0.1386,0.0
100676,0.7714,1.0
100677,0.30188,1.0
100678,0.2704,1.0
100679,0.38015,1.0
100680,0.38644,1.0
100681,0.30879,1.0
100682,0.26723,1.0
100683,0.13735,0.0
100684,0.20498,0.0
100685,0.17075,0.0
100686,0.39371,1.0
100687,0.38223,1.0
100688,0.24731,0.0
100689,0.20741,0.0
100690,0.35004,1.0
100691,0.18442,0.0
100692,0.08242,0.0
100693,0.06819,0.0
100694,0.13575,0.0
100695,0.19285,0.0
100696,0.38653,1.0
100697,0.14181,0.0
100698,0.26829,1.0
100699,0.68831,1.0
100700,0.47059,1.0
100701,0.31752,1.0
100702,0.35267,1.0
100703,0.0509,0.0
100704,0.17362,0.0
100705,0.12376,0.0
100706,0.07389,0.0
100707,0.35113,1.0
100708,0.3238,1.0
100709,0.0745,0.0
100710,0.30832,1.0
100711,0.18994,0.0
100712,0.39688,1.0
100713,0.14683,0.0
100714,0.10844,0.0
100715,0.19515,0.0
100716,0.19443,0.0
100717,0.09866,0.0
100718,0.11434,0.0
100719,0.58285,1.0
100720,0.25731,0.0
100721,0.17592,0.0
100722,0.12469,0.0
100723,0.4617,1.0
100724,0.06246,0.0
100725,0.07838,0.0
100726,0.47467,1.0
100727,0.19566,0.0
100728,0.22914,0.0
100729,0.25316,0.0
100730,0.19544,0.0
100731,0.27542,1.0
100732,0.48618,1.0
100733,0.12053,0.0
100734,0.16107,0.0
100735,0.09114,0.0
100736,0.49302,1.0
100737,0.5005,1.0
100738,0.09775,0.0
100739,0.53128,1.0
100740,0.09419,0.0
100741,0.31322,1.0
100742,0.15505,0.0
100743,0.30499,1.0
100744,0.28826,1.0
100745,0.09959,0.0
100746,0.16904,0.0
100747,0.07031,0.0
100748,0.12854,0.0
100749,0.05432,0.0
100750,0.05142,0.0
100751,0.27896,1.0
100752,0.13323,0.0
100753,0.28142,1.0
100754,0.21321,0.0
100755,0.09659,0.0
100756,0.50597,1.0
100757,0.10534,0.0
100758,0.13833,0.0
100759,0.22762,0.0
100760,0.16678,0.0
100761,0.56772,1.0
100762,0.35223,1.0
100763,0.07507,0.0
100764,0.04742,0.0
100765,0.36159,1.0
100766,0.30729,1.0
100767,0.10127,0.0
100768,0.13599,0.0
100769,0.03831,0.0
100770,0.20174,0.0
100771,0.23901,0.0
100772,0.05023,0.0
100773,0.1744,0.0
100774,0.35758,1.0
100775,0.38136,1.0
100776,0.35529,1.0
100777,0.08794,0.0
100778,0.13075,0.0
100779,0.3205,1.0
100780,0.14898,0.0
100781,0.5471,1.0
100782,0.21434,0.0
100783,0.30212,1.0
100784,0.13177,0.0
100785,0.06087,0.0
100786,0.40105,1.0
100787,0.16798,0.0
100788,0.34149,1.0
100789,0.28335,1.0
100790,0.27476,1.0
100791,0.14533,0.0
100792,0.05187,0.0
100793,0.18606,0.0
100794,0.45293,1.0
100795,0.13692,0.0
100796,0.20786,0.0
100797,0.27184,1.0
100798,0.05579,0.0
100799,0.28664,1.0
100800,0.05473,0.0
100801,0.23634,0.0
100802,0.38515,1.0
100803,0.10534,0.0
100804,0.20601,0.0
100805,0.06097,0.0
100806,0.06963,0.0
100807,0.07685,0.0
100808,0.29623,1.0
100809,0.28089,1.0
100810,0.09768,0.0
100811,0.41642,1.0
100812,0.15302,0.0
100813,0.07319,0.0
100814,0.18576,0.0
100815,0.13497,0.0
100816,0.05693,0.0
100817,0.19807,0.0
100818,0.21092,0.0
100819,0.15451,0.0
100820,0.06732,0.0
100821,0.1424,0.0
100822,0.15152,0.0
100823,0.22883,0.0
100824,0.1245,0.0
100825,0.21464,0.0
100826,0.18561,0.0
100827,0.1537,0.0
100828,0.16694,0.0
100829,0.32649,1.0
100830,0.21944,0.0
100831,0.07896,0.0
100832,0.06885,0.0
100833,0.224,0.0
100834,0.22592,0.0
100835,0.11681,0.0
100836,0.39671,1.0
100837,0.14896,0.0
100838,0.0746,0.0
100839,0.07333,0.0
100840,0.05136,0.0
100841,0.58339,1.0
100842,0.38856,1.0
100843,0.42888,1.0
100844,0.46616,1.0
100845,0.18996,0.0
100846,0.49498,1.0
100847,0.03484,0.0
100848,0.15349,0.0
100849,0.16088,0.0
100850,0.10967,0.0
100851,0.23412,0.0
100852,0.1254,0.0
100853,0.47506,1.0
100854,0.366,1.0
100855,0.36077,1.0
100856,0.13016,0.0
100857,0.31189,1.0
100858,0.20719,0.0
100859,0.14191,0.0
100860,0.20204,0.0
100861,0.12253,0.0
100862,0.35779,1.0
100863,0.32873,1.0
100864,0.14041,0.0
100865,0.11889,0.0
100866,0.12961,0.0
100867,0.39663,1.0
100868,0.16665,0.0
100869,0.206,0.0
100870,0.13934,0.0
100871,0.0692,0.0
100872,0.09464,0.0
100873,0.11793,0.0
100874,0.60679,1.0
100875,0.28146,1.0
100876,0.32046,1.0
100877,0.06489,0.0
100878,0.20088,0.0
100879,0.65167,1.0
100880,0.09063,0.0
100881,0.0991,0.0
100882,0.40203,1.0
100883,0.10649,0.0
100884,0.21338,0.0
100885,0.1079,0.0
100886,0.29746,1.0
100887,0.22505,0.0
100888,0.23589,0.0
100889,0.21032,0.0
100890,0.20654,0.0
100891,0.43236,1.0
100892,0.04507,0.0
100893,0.15048,0.0
100894,0.14036,0.0
100895,0.53516,1.0
100896,0.14246,0.0
100897,0.51678,1.0
100898,0.10106,0.0
100899,0.13426,0.0
100900,0.67773,1.0
100901,0.21849,0.0
100902,0.19606,0.0
100903,0.12565,0.0
100904,0.08793,0.0
100905,0.19691,0.0
100906,0.1443,0.0
100907,0.27102,1.0
100908,0.28379,1.0
100909,0.22417,0.0
100910,0.33137,1.0
100911,0.16477,0.0
100912,0.29443,1.0
100913,0.24709,0.0
100914,0.60876,1.0
100915,0.38452,1.0
100916,0.39694,1.0
100917,0.0527,0.0
100918,0.65695,1.0
100919,0.87713,1.0
100920,0.08081,0.0
100921,0.1867,0.0
100922,0.20892,0.0
100923,0.30955,1.0
100924,0.18326,0.0
100925,0.04446,0.0
100926,0.05672,0.0
100927,0.71988,1.0
100928,0.14538,0.0
100929,0.04679,0.0
100930,0.07948,0.0
100931,0.65923,1.0
100932,0.24542,0.0
100933,0.13258,0.0
100934,0.2367,0.0
100935,0.33601,1.0
100936,0.12967,0.0
100937,0.29882,1.0
100938,0.4514,1.0
100939,0.08508,0.0
100940,0.66216,1.0
100941,0.48908,1.0
100942,0.06902,0.0
100943,0.12903,0.0
100944,0.11508,0.0
100945,0.55258,1.0
100946,0.41355,1.0
100947,0.30638,1.0
100948,0.76557,1.0
100949,0.14732,0.0
100950,0.08152,0.0
100951,0.12715,0.0
100952,0.35725,1.0
100953,0.21717,0.0
100954,0.22785,0.0
100955,0.15286,0.0
100956,0.24712,0.0
100957,0.06218,0.0
100958,0.68295,1.0
100959,0.1204,0.0
100960,0.35109,1.0
100961,0.09899,0.0
100962,0.0442,0.0
100963,0.06279,0.0
100964,0.08265,0.0
100965,0.23768,0.0
100966,0.08604,0.0
100967,0.45799,1.0
100968,0.16534,0.0
100969,0.05251,0.0
100970,0.62361,1.0
100971,0.11265,0.0
100972,0.06775,0.0
100973,0.39801,1.0
100974,0.23045,0.0
100975,0.06219,0.0
100976,0.22617,0.0
100977,0.15059,0.0
100978,0.15716,0.0
100979,0.23843,0.0
100980,0.20578,0.0
100981,0.56538,1.0
100982,0.57523,1.0
100983,0.42762,1.0
100984,0.61756,1.0
100985,0.21257,0.0
100986,0.35565,1.0
100987,0.50802,1.0
100988,0.49645,1.0
100989,0.24687,0.0
100990,0.1808,0.0
100991,0.12583,0.0
100992,0.13596,0.0
100993,0.16923,0.0
100994,0.57526,1.0
100995,0.1096,0.0
100996,0.13925,0.0
100997,0.16061,0.0
100998,0.79293,1.0
100999,0.13771,0.0
101000,0.21759,0.0
101001,0.20922,0.0
101002,0.5889,1.0
101003,0.11179,0.0
101004,0.48226,1.0
101005,0.20106,0.0
101006,0.10914,0.0
101007,0.88299,1.0
101008,0.08762,0.0
101009,0.25986,0.0
101010,0.13341,0.0
101011,0.04079,0.0
101012,0.45079,1.0
101013,0.11102,0.0
101014,0.12023,0.0
101015,0.08291,0.0
101016,0.12269,0.0
101017,0.24861,0.0
101018,0.11188,0.0
101019,0.11247,0.0
101020,0.11861,0.0
101021,0.06402,0.0
101022,0.48286,1.0
101023,0.20333,0.0
101024,0.86096,1.0
101025,0.05063,0.0
101026,0.41761,1.0
101027,0.21173,0.0
101028,0.26403,0.0
101029,0.41787,1.0
101030,0.07574,0.0
101031,0.13551,0.0
101032,0.0745,0.0
101033,0.1128,0.0
101034,0.09028,0.0
101035,0.14206,0.0
101036,0.2651,1.0
101037,0.06766,0.0
101038,0.19811,0.0
101039,0.5879,1.0
101040,0.32355,1.0
101041,0.04845,0.0
101042,0.12391,0.0
101043,0.13054,0.0
101044,0.10851,0.0
101045,0.07327,0.0
101046,0.1691,0.0
101047,0.23952,0.0
101048,0.38909,1.0
101049,0.40322,1.0
101050,0.16091,0.0
101051,0.21564,0.0
101052,0.34502,1.0
101053,0.22554,0.0
101054,0.36057,1.0
101055,0.73157,1.0
101056,0.10082,0.0
101057,0.07543,0.0
101058,0.18786,0.0
101059,0.05708,0.0
101060,0.08023,0.0
101061,0.07413,0.0
101062,0.33551,1.0
101063,0.36121,1.0
101064,0.17533,0.0
101065,0.61954,1.0
101066,0.14585,0.0
101067,0.4656,1.0
101068,0.63965,1.0
101069,0.06597,0.0
101070,0.10248,0.0
101071,0.14545,0.0
101072,0.20999,0.0
101073,0.47156,1.0
101074,0.41288,1.0
101075,0.15897,0.0
101076,0.15389,0.0
101077,0.2154,0.0
101078,0.83483,1.0
101079,0.04469,0.0
101080,0.08321,0.0
101081,0.10015,0.0
101082,0.24024,0.0
101083,0.26717,1.0
101084,0.13067,0.0
101085,0.15366,0.0
101086,0.30234,1.0
101087,0.31911,1.0
101088,0.15986,0.0
101089,0.19664,0.0
101090,0.24961,0.0
101091,0.18129,0.0
101092,0.04666,0.0
101093,0.13161,0.0
101094,0.56311,1.0
101095,0.09532,0.0
101096,0.22315,0.0
101097,0.08311,0.0
101098,0.30019,1.0
101099,0.82927,1.0
101100,0.28309,1.0
101101,0.15508,0.0
101102,0.45041,1.0
101103,0.08143,0.0
101104,0.11855,0.0
101105,0.27035,1.0
101106,0.10721,0.0
101107,0.23113,0.0
101108,0.22056,0.0
101109,0.07644,0.0
101110,0.43969,1.0
101111,0.44823,1.0
101112,0.04402,0.0
101113,0.22367,0.0
101114,0.04092,0.0
101115,0.12062,0.0
101116,0.06852,0.0
101117,0.05735,0.0
101118,0.08578,0.0
101119,0.41221,1.0
101120,0.20504,0.0
101121,0.48754,1.0
101122,0.38198,1.0
101123,0.58659,1.0
101124,0.40001,1.0
101125,0.11052,0.0
101126,0.53611,1.0
101127,0.24553,0.0
101128,0.1483,0.0
101129,0.17582,0.0
101130,0.40014,1.0
101131,0.17494,0.0
101132,0.51913,1.0
101133,0.23805,0.0
101134,0.3387,1.0
101135,0.05534,0.0
101136,0.22306,0.0
101137,0.26302,0.0
101138,0.30332,1.0
101139,0.43047,1.0
101140,0.08759,0.0
101141,0.06735,0.0
101142,0.37208,1.0
101143,0.28755,1.0
101144,0.86587,1.0
101145,0.17226,0.0
101146,0.15479,0.0
101147,0.78246,1.0
101148,0.79029,1.0
101149,0.0791,0.0
101150,0.04841,0.0
101151,0.13829,0.0
101152,0.45574,1.0
101153,0.34769,1.0
101154,0.03322,0.0
101155,0.1303,0.0
101156,0.2815,1.0
101157,0.71902,1.0
101158,0.29994,1.0
101159,0.18458,0.0
101160,0.23459,0.0
101161,0.1807,0.0
101162,0.09974,0.0
101163,0.22073,0.0
101164,0.04426,0.0
